id,city,country,street
562,"",AUSTRIA,T
563,"",SPAIN,EJDOJPREBUX
564,M,AUSTRIA,KSFWGEIPFD
565,LTG,GERMANY,ZWJ
566,SLPEAFVKDJR,HUNGARY,CFCZUMYGZ
567,"",FRANCE,TXX
568,PWWUSY,ROMANIA,OCQFPFYQBUQKBYS
569,BQJDSYRSKVXBZM,FRANCE,ULCPLKML
570,SXAU,HUNGARY,""
571,IH,PORTUGAL,CHQ
572,CXTF,ITALY,OAP
573,N,ITALY,BEDUXHQYOPIONS
574,R,SPAIN,MKYD
575,BUJGTNMQ,FRANCE,DZKGKII
576,NAIWWGTOTUCF,PORTUGAL,RQJYLOXAT
577,SVPRI,PORTUGAL,R
578,CEJWCL,PORTUGAL,VYHOMXETREXYR
579,WHESJ,PORTUGAL,IXEM
580,AN,SPAIN,TIDWQRMKKCFVH
581,"",GERMANY,ELBXDQXRPHKO
582,HAMW,ITALY,XDTYWKYUU
583,WSGFVWS,FRANCE,SPI
584,OHCAWMZUWJLJJ,FRANCE,ZSP
585,QNFVQKKFBKWJZ,FRANCE,XMD
586,UUTD,GERMANY,QJLSOR
587,WBR,PORTUGAL,KAFAYZP
588,JNUDLDQIOMPK,FRANCE,SYWEVHRZU
589,JQYDH,AUSTRIA,ZETJDNVMKCEZI
590,NLXXFGBYJXCXL,AUSTRIA,PNUIWETHN
591,EBGBT,FRANCE,AQMXMBQRN
592,RKO,PORTUGAL,RXHSTNPJM
593,FNMBCJTD,PORTUGAL,""
594,TUT,HUNGARY,WWLXSDZPAYEU
595,SOHZVTIEYXU,ROMANIA,AAQEZLE
596,FET,HUNGARY,GYZXTUOECP
597,NIW,GERMANY,YFKT
598,ABFQYJTMKT,FRANCE,ROSTNG
599,EBXMGUEQKXONJC,GERMANY,RYI
600,ATROFPBTGGJSE,AUSTRIA,LACQV
601,KOC,SPAIN,GU
602,IRSAWWJ,PORTUGAL,OWG
603,EDMZHALN,GERMANY,ZKHQGWKMUWDSTK
604,KMDZ,AUSTRIA,CBBANDWJURG
605,LUKV,AUSTRIA,RKPBGNYMFKWOD
606,MV,PORTUGAL,ZMQINB
607,"",ITALY,DWYMIUPC
608,EF,ROMANIA,CRPKIOKDKMIG
609,GELUENDJSRCR,AUSTRIA,MBSFGKS
610,BLLHQXGTUDNRAM,GERMANY,""
611,FFGUXCQYHWRFB,GERMANY,NEVMJDIGZA
612,ZSPP,ITALY,NERVFWSXTHH
613,DNGPQJHYXMCZMK,ROMANIA,QJW
614,JZSCJ,FRANCE,X
615,GUFQPVUCJF,PORTUGAL,IQLJAJOEIUXW
616,THGXO,FRANCE,SOSNUKBVFYT
617,OPEOEPVLGEFTV,GERMANY,ID
618,XVFCQUVOQCZSWM,PORTUGAL,AW
619,XNYZWVYJL,ROMANIA,RVE
620,RUZRNIBMEQPS,GERMANY,ASVFJHBY
621,C,ITALY,IVRCCKG
622,GCSPRTO,ROMANIA,XWIZDJRRFO
623,F,AUSTRIA,LLOSGHB
624,CTKYFF,AUSTRIA,MQQECUQHAXJUB
625,QHHIIYLRO,PORTUGAL,""
626,XORSLDAFP,AUSTRIA,OKIHKMBCN
627,BF,ITALY,ASOHBIZUT
628,VGIIRY,AUSTRIA,DYXGCSNTJEPZDT
629,OJXJ,ROMANIA,KNEDKWBQTQVOYGJ
630,RURGAMALDP,HUNGARY,N
631,NKVWANXFU,ITALY,JVKLXZJXYL
632,V,ROMANIA,ZLZAZDS
633,BJEJZDMXYBK,ROMANIA,GNZAGJ
634,NPUDNESEJ,SPAIN,UYUGPRXBXN
635,PQHXZAXNBDJX,HUNGARY,KCS
636,GMQFDSCWDQ,FRANCE,TNCYILDYHYZXT
637,WVCMQRQ,AUSTRIA,VNEJQLR
638,MRPZUIHDDI,FRANCE,AD
639,KBWVL,ROMANIA,G
640,IG,HUNGARY,WMXW
641,MSCJRL,SPAIN,XRLZK
642,CYFFRJACOYXL,AUSTRIA,OBYHMBTTHNQF
643,RB,GERMANY,BOATYTZXFWS
644,KLLKTHNCEAL,PORTUGAL,RUHAKLCBKK
645,JQKDKLBLSC,HUNGARY,MIHANQSSRIIH
646,ALUXPH,GERMANY,ILPLW
647,XJREMWB,FRANCE,DPAMHBV
648,A,GERMANY,WWUF
649,GMJK,GERMANY,PJMBRTRTLGLE
650,FRSHNJC,SPAIN,QGNVZZ
651,HKGCTQ,PORTUGAL,YMSUFIINQ
652,UJCIALTT,SPAIN,BGOAWB
653,SFVM,ROMANIA,ZQCJG
654,LYGDCHS,FRANCE,GSEEJHESWUNURJ
655,"",ITALY,HYD
656,NDOFLP,FRANCE,FBPYQSL
657,HEZDMCFLYKWOVLK,AUSTRIA,AB
658,QVWLYDOXJWCK,AUSTRIA,MPMRGI
659,WNSUPBSQ,AUSTRIA,WWUQPRMCF
660,QZKEHP,FRANCE,ZFMKO
661,QEIANGHA,AUSTRIA,W
662,KV,ITALY,XV
663,JPQVDYXHGF,PORTUGAL,IDKTJEGFX
664,JT,AUSTRIA,PBTSYECNCGEFEE
665,DZYYE,ITALY,SSOJMNN
666,QWYXYKJREWECL,SPAIN,F
667,OAKOEKLBBAJRN,PORTUGAL,CUOWU
668,WUEYOCGNM,ROMANIA,CTEQAMXQPDKDSQ
669,RRAVTGGMHTJ,HUNGARY,RJFAOUIGQTBN
670,YOKG,FRANCE,BJ
671,MIS,HUNGARY,MUHI
672,SKLUIK,PORTUGAL,KEFIU
673,G,SPAIN,MWFZ
674,IVUFOESGM,ROMANIA,VKPUCGR
675,"",ITALY,HIEKUOJVPEEW
676,IRGDCTTEURP,GERMANY,VR
677,WFK,SPAIN,RVYXOLOMDW
678,WSTW,AUSTRIA,LVWOKSPULO
679,OZDWYMNUR,GERMANY,NLVUYEJHHQE
680,B,PORTUGAL,OFFLGXN
681,K,PORTUGAL,""
682,OXJUXAWPCAN,ROMANIA,WJRYWLG
683,YKWDPFNVSBHNXPN,SPAIN,RYDV
684,P,SPAIN,NAXFZKFIFDLNBB
685,"",PORTUGAL,DVKFBIOXCW
686,SEGR,SPAIN,VLUYFDR
687,U,ITALY,QQTDF
688,XLJRKWUBFBWYJ,ROMANIA,""
689,UVWNLISU,HUNGARY,TJBWNNYR
690,IDXHZAJSRA,PORTUGAL,IN
691,QYDTI,SPAIN,XUUHJYLBCYW
692,RYJXUQMQTYCTM,FRANCE,WTCMAJR
693,AWMPWGYCPHR,PORTUGAL,GBXPGXOB
694,KINZMMNN,SPAIN,PVOUEYPK
695,ACPVSR,FRANCE,ADQGULCAMWWOFQO
696,AXI,SPAIN,HQBO
697,K,GERMANY,HYXBJSUN
698,QWR,FRANCE,VOQGHVONLRYMK
699,GDDTWYXECYRNUB,FRANCE,L
700,Q,HUNGARY,CJ
701,PFTBZDARHX,PORTUGAL,AMWSAHVHQXQVE
702,BLDKCFJT,PORTUGAL,KRJWCGIFAHJDP
703,CWRTJQOBBLCJSL,GERMANY,ZEUYTJD
704,HBULROOCT,SPAIN,UXMLVCIB
705,DXXFBHKI,PORTUGAL,WRQILZX
706,"",FRANCE,WIBJING
707,HPBGNINWAIU,SPAIN,HCSWIXPPIB
708,K,GERMANY,QMIVQYVNQNUL
709,SEBNT,ROMANIA,HJUXQIHTNB
710,LUY,FRANCE,KHORMCRHKFI
711,AZN,ROMANIA,A
712,"",ITALY,QWFLGTTUOCK
713,SGU,AUSTRIA,KVDOQMOAWRAHU
714,EJQGJWFS,SPAIN,RRWJQWSAKMFLP
715,UT,ITALY,NFPFENZSHTDJH
716,E,GERMANY,YSQMXOCYHJGISWM
717,YIKQFCSMKJKW,GERMANY,VFBMWAV
718,LNHAVMIMTSSU,ITALY,WU
719,TGVDGIJSVTXP,AUSTRIA,QNTVQC
720,MXKZOXMJNPIDR,HUNGARY,OLGNMXOAULQ
721,ORPC,SPAIN,JMJVCR
722,IL,GERMANY,NGZTHEXYWXR
723,ECDDR,GERMANY,""
724,ZHYYOSJBNDPH,GERMANY,A
725,RPEN,SPAIN,KEWAPOPLBXB
726,LABSEURCGA,SPAIN,CXESXYMJ
727,FSJJAQTS,ITALY,OSAEOXYRYOSP
728,DJIRBVQPMAWBS,PORTUGAL,""
729,WKERCUEJXHVEED,ROMANIA,DSNVV
730,FRVYBWK,FRANCE,KKPPXT
731,VDVPYIIRL,AUSTRIA,PEJGQQMWCFRG
732,XDY,ROMANIA,VDGKIVHEECPE
733,FKU,PORTUGAL,VGTFDQYXWTJUZD
734,JTEOIONV,HUNGARY,JOGZWNILUAKCDBF
735,GUVOIDYEWHTB,AUSTRIA,KF
736,GVQCLMRVNA,FRANCE,SXRFLRGNSJNKC
737,X,PORTUGAL,EIHJYSHLCG
738,QKEUJF,ROMANIA,AIR
739,LSCNQSJGT,SPAIN,YCTIFNQT
740,JNGTLHYDOI,AUSTRIA,AL
741,EAQ,SPAIN,JDZLRLBJJW
742,RUPJNMEZROYS,PORTUGAL,LYLYPTLRUGDH
743,LACCTCT,SPAIN,K
744,"",SPAIN,IREOIJVKVMKTVX
745,VCBUO,GERMANY,XAVSCXMLPCJMSF
746,DFKITXQC,ROMANIA,LTXEOAK
747,OJ,HUNGARY,CTUHCFAFFGJJTC
748,ZYJMQUGCE,FRANCE,TFWASYQNYU
749,SLJUQJCDXP,GERMANY,CGOUEHHUHI
750,ILTXDRDDJI,AUSTRIA,WQM
751,WMWDRDT,PORTUGAL,T
752,XZHJCKXGT,PORTUGAL,UFFLYWFDPYPY
753,DJOZDHCYTHR,ITALY,""
754,TZLT,PORTUGAL,LPOPYCZVOYD
755,OUUXEUGQISAK,SPAIN,NRXCXYPLZG
756,TTMDUSNIKS,FRANCE,OSSINEAPQHE
757,MGUH,FRANCE,NQLWXODCBRA
758,"",AUSTRIA,HWNRIZMA
759,RNEWJRQGFGDCC,ITALY,VTXY
760,CCGPCZUW,AUSTRIA,JRFFTSQS
761,PHIBKX,AUSTRIA,XV
762,WNJHBHAKXMRC,GERMANY,GHL
763,YJWJNLFMJRITIB,SPAIN,JYZRMESYNF
764,SGPKPVGELI,FRANCE,LUR
765,GY,PORTUGAL,""
766,BAYZAG,SPAIN,UZJYUUX
767,XGNBDZSTRY,AUSTRIA,NHILZUZVSJDNQN
768,JK,AUSTRIA,PWOFP
769,OMYGEI,SPAIN,YRNHU
770,TLXJBFPR,ROMANIA,""
771,IUNDMAFVLQL,AUSTRIA,DLNNSSQJUBM
772,IXCSI,SPAIN,MJWQXTGIGMVPX
773,GPKS,HUNGARY,UVNR
774,WFNPIEH,PORTUGAL,BEZ
775,VLYEMFWUZIX,HUNGARY,N
776,D,AUSTRIA,QPAB
777,DXJWILVYTQEDP,AUSTRIA,XHWUUSDXEJTHD
778,VH,FRANCE,AZHOEXLLUMPIE
779,AOZZJOKNTRN,HUNGARY,CIMVLVQHL
780,OJVWMUZ,HUNGARY,HMKWMTLYGGQJTJ
781,KVKNXC,AUSTRIA,DJJXQUTJ
782,XZWFJB,SPAIN,RRIIM
783,AGZBNMBV,AUSTRIA,UKZNWX
784,BYNNMR,AUSTRIA,GSJKCARUTWZD
785,WHX,ITALY,DGYIRSAMVHJSQJT
786,D,GERMANY,BQAMO
787,XSPOGCHFSKS,PORTUGAL,BPIMTSSSWSFB
788,ULA,FRANCE,KADZ
789,QAJNSZOJ,ROMANIA,UU
790,PULVYWYNNJVXII,ROMANIA,SXNS
791,JZOLMUPSFIWD,FRANCE,""
792,DMQSSDAY,ITALY,KFHRHSRTEGQ
793,RLVTDIOO,FRANCE,U
794,MMQSMAGOILR,SPAIN,FDQGH
795,NDQMIWENMNYYDG,PORTUGAL,SXFQEMNRGBTKM
796,XTAC,ROMANIA,QQNQTDHL
797,JJ,AUSTRIA,XBULCVKXO
798,EPHDCTRWQFGAH,ITALY,PESFMFLNIPIHV
799,QSRAC,ITALY,TODNCBKZ
800,JRDY,FRANCE,IO
801,TKSIC,SPAIN,WTSRBDELWXJQM
802,AZXVBRULCP,ROMANIA,SXGGEX
803,PEX,AUSTRIA,JVYDCRW
804,DIXT,ITALY,QSSHPS
805,N,AUSTRIA,OLSMSS
806,UNFMMPFXBHI,HUNGARY,MOCDGLF
807,R,AUSTRIA,CNZT
808,RUIQDLKKIJL,PORTUGAL,RWJSQRPFKR
809,TY,SPAIN,""
810,EXUAS,SPAIN,IPKXIY
811,ZVBFQDID,ROMANIA,JPNI
812,"",PORTUGAL,BKAWMJKKRNPPH
813,HRWNDOMETZVQ,ITALY,GKCSTZHUWHLEG
814,GMTRMPM,SPAIN,MGXGU
815,ROOURDGJPBRB,ROMANIA,XTLGCH
816,VU,ROMANIA,MXMTMFVMBKICJNT
817,YCIP,AUSTRIA,RQXBKJFPBKULDN
818,RLTGXW,GERMANY,WWMWGNRHILLGW
819,LM,HUNGARY,DBTW
820,YVUKW,ITALY,BDGVTQE
821,HRRO,AUSTRIA,C
822,PVBQ,HUNGARY,VVJKGEUMHR
823,LVXGXYQRQKBRSE,PORTUGAL,FUSOWYSGV
824,KLLJJZQ,ROMANIA,OX
825,ZPOAGEX,ROMANIA,OXFQQEFIBT
826,LSNUPAXXXS,GERMANY,HAG
827,FZINGWDPJBFKT,FRANCE,MEWWJ
828,XQFHLMFSTTPH,PORTUGAL,""
829,PCHI,SPAIN,LVCL
830,"",FRANCE,EIJKZGXHSJ
831,WGEMWIT,PORTUGAL,TL
832,Q,HUNGARY,THLVNCM
833,PSRAQVYUH,ROMANIA,XIGWXXHVY
834,JJRPZZO,FRANCE,LZXG
835,DAQ,PORTUGAL,LGRWMPXOPLJW
836,XFGAMNFBA,PORTUGAL,LK
837,PEOCIWGKNKNZ,FRANCE,BHMHRLZOIAFE
838,ZQMS,ROMANIA,YTTGENCA
839,BUQBCH,ROMANIA,WIT
840,UGG,ITALY,PLEPWHSGJQ
841,EGSOPARIHHU,ITALY,PKDHTCUDUEITMO
842,ZNDJTF,PORTUGAL,RSUNPQ
843,FBZOTD,GERMANY,IBWPCPIECR
844,LKVVRPBVDNZ,AUSTRIA,EGUIZMIPYK
845,UYWOGMINBBO,SPAIN,ELDRGLEZFPNIJ
846,MTLDC,HUNGARY,""
847,"",FRANCE,YLZFAK
848,KRPVVLGN,HUNGARY,TRPXYY
849,IYOIPQSJBWI,SPAIN,LVIKWGAET
850,AQSUZGDRRUSBK,HUNGARY,MJLZUBZQJOWNW
851,ZOSHYMGFGLKQ,HUNGARY,NLCVQZQAAPF
852,S,GERMANY,EG
853,QLLFVYPQA,HUNGARY,ZSO
854,MYW,GERMANY,ZFQRLWOSDCZV
855,UACCS,ROMANIA,XJRQDF
856,VGL,PORTUGAL,SBCJXPFH
857,WTRNLSGMMOXVEDB,HUNGARY,W
858,NGXGT,ROMANIA,BDQ
859,UQUGYNC,AUSTRIA,IBOSTEMTAYFYUJN
860,GLYR,HUNGARY,PKLYOYLFMMGVHD
861,INUZ,AUSTRIA,ZFQEGASWXYYCEDG
862,U,GERMANY,QMRRFYPIDWL
863,IPZGWZCGJ,GERMANY,FAUWO
864,AXMHVZDH,SPAIN,RCL
865,WZVKHOSBOGAFZR,GERMANY,DGRLHRX
866,ZFLSMHZ,ITALY,KGITQBMBJOOZAN
867,TQGEBLN,FRANCE,JEZUSSWUHY
868,UG,AUSTRIA,PL
869,KPMJ,HUNGARY,NPQSOX
870,UGSJVVDRFY,AUSTRIA,XVQPTLYRKZ
871,PRY,FRANCE,QIAGYME
872,OBDQYIMFYESR,AUSTRIA,HAEDTOCHA
873,Q,ITALY,WQBDLWRYONULJJ
874,UDWUVQZYUY,AUSTRIA,ODFZUUDNDQATJB
875,ZAWDJT,ROMANIA,ZDWHCAUCDSID
876,FMWHF,AUSTRIA,RJJRSCCOSC
877,QVGDGXWMNKNL,SPAIN,KLPNQLLEBXA
878,WAIUGUHRLUU,AUSTRIA,BAIPAGV
879,NUOIT,AUSTRIA,LV
880,ZR,PORTUGAL,XNYGUQLSDY
881,DLSXVRWMCC,PORTUGAL,""
882,NACZ,GERMANY,HEHJBZIBB
883,EYUBEBAUJSTK,AUSTRIA,IPUCDQ
884,MOOTDNXKLBCXA,AUSTRIA,EBZBSLJHRJUDN
885,X,GERMANY,TRJHDQHMWL
886,CCXXIHEUKMGZUP,SPAIN,HLRG
887,ANKHWLCSG,SPAIN,MCXNOQT
888,WTJXZEJHROV,HUNGARY,NREPKGSJZ
889,TJPNDRG,GERMANY,ISYNTP
890,YOEWJVFT,ITALY,CNLVCFKADCFN
891,R,AUSTRIA,EKQAMMHVBSHZ
892,EKGHHFVACPO,AUSTRIA,AMYXOXITQXLK
893,LGXJOGVXOM,ITALY,TUPFGTJCYRG
894,IW,GERMANY,YHMJT
895,UDMRJJ,FRANCE,HEQU
896,DHAASWCFPGD,SPAIN,RHNDYLPUELWX
897,"",PORTUGAL,R
898,B,FRANCE,QBTBIUT
899,PNEAJS,FRANCE,""
900,AGNYRBSXYW,HUNGARY,DLNXDJACAALWF
901,IJHFQRHRFLIWZ,AUSTRIA,YBG
902,T,ROMANIA,LAENXCLIGAINDJ
903,PEHAL,GERMANY,TZXGIOAHHF
904,GVBYYPNKM,FRANCE,IVHMT
905,IILZRQYNRWPE,HUNGARY,EPTLAUOOT
906,ESYY,FRANCE,KJIEJBNAO
907,IYH,ROMANIA,LNOCHCCBAK
908,IUARSBG,SPAIN,WRMBYAABBWIDI
909,ZPCPWAUB,GERMANY,C
910,AUJIV,SPAIN,UY
911,DOPL,PORTUGAL,ALKCS
912,QFPISMZTD,PORTUGAL,AOEVFDHMY
913,KUAANJESXLLK,GERMANY,LFOKIOTAXPF
914,Z,GERMANY,RBMSOJDY
915,B,HUNGARY,VLNTGPMO
916,TLEGTXIAQGZ,GERMANY,GB
917,APU,ITALY,IBVGBKAPMQLO
918,DVKYJUK,FRANCE,TKDOAYKUWLXMNX
919,"",HUNGARY,YDYL
920,ZGCQLDP,ROMANIA,ZKICPJZOC
921,PTZZQS,PORTUGAL,XT
922,KAGOUPFPKNV,HUNGARY,RBFIMIYEOO
923,TZTGCQCRY,SPAIN,KVAKKQSS
924,YAIDZTILGGX,ROMANIA,XKQQPEIG
925,AZYJEPLPT,HUNGARY,GPKZZQK
926,IOXJUKVZ,ROMANIA,SXBQSNBITC
927,KV,FRANCE,LPOZQQDUVXBECE
928,X,AUSTRIA,RXQJ
929,HTZSLRZMUK,ROMANIA,NFGNNHL
930,AIOTGMCOOO,AUSTRIA,IGUQUTEMDX
931,HMQ,ROMANIA,WYRTHXUWTPQV
932,EXWIPBE,AUSTRIA,YAYELSSHMC
933,KFKPT,AUSTRIA,KAQDK
934,ALNCMJENSKQD,PORTUGAL,YBVLHERHYRBXAS
935,QJENOKZG,HUNGARY,KLLJGKRVU
936,KD,GERMANY,ERJZFT
937,RJXL,PORTUGAL,AMVJAKMHQJQRA
938,NFWZQQPINREDOQM,HUNGARY,ROLVXRHYARWZ
939,ACS,PORTUGAL,QUCE
940,XGOJKDRH,FRANCE,KUWZJR
941,HSPFLULDYGV,AUSTRIA,FZFUNLJJ
942,XAYNJPWKZ,ROMANIA,KW
943,HIQCUTEH,HUNGARY,NB
944,G,FRANCE,HLGQJNXL
945,WTFRTBUIQ,ITALY,VRPWCL
946,CITGGTLLPFHVO,AUSTRIA,GKMJDAEV
947,EFFJLMYWZF,FRANCE,VMLBYXPNVUGVHJ
948,SRWO,GERMANY,VOSAQ
949,BIXFIJTHLBFSON,FRANCE,DNLYJQGG
950,"",GERMANY,BVZWWQUMT
951,WHNRFOCVZLNN,PORTUGAL,FJXJPLLMBYL
952,FZUYWDTRGSAB,ROMANIA,F
953,BWVKZISLFD,ITALY,TGZLBDDSW
954,AZUV,PORTUGAL,FPA
955,TZRTFZHTVPISJB,PORTUGAL,MTQR
956,XQSY,PORTUGAL,MWMP
957,TVMUYKJ,FRANCE,ZJXIRM
958,QOFWO,FRANCE,AIPAITYQB
959,ELVBEESHPTU,ROMANIA,K
960,XIE,HUNGARY,XBBAWNCJC
961,SSQAXH,HUNGARY,JXWM
962,FZKP,SPAIN,IUYTK
963,ABUZTCAVA,HUNGARY,VQSEAVHPT
964,DTICQ,FRANCE,JNRSPDJMGZMUEE
965,EJLMKCANQLQI,PORTUGAL,MRLTLJV
966,WJJDJEHMORDLU,SPAIN,YTWPLXJOKPA
967,UCFWYOY,PORTUGAL,RDHL
968,LCRHCQBCZMMH,SPAIN,TTHMHUTRKO
969,SNXONPWBLO,ROMANIA,WQITWHZPAJWAAP
970,GMBNDUUVETNGSG,ITALY,MILECTZYZWR
971,FOJ,HUNGARY,W
972,VH,ROMANIA,LPPPJLM
973,XKEVOPQQLXQ,GERMANY,ZT
974,LXLUAZUDS,SPAIN,XAXHISRCDLQ
975,SUQKYES,ITALY,MQVVJAHSKUQ
976,VUHOVRP,PORTUGAL,SSGWGKTX
977,B,AUSTRIA,JYCTFO
978,QP,AUSTRIA,TBNUZ
979,GQ,ITALY,PQVU
980,XYJ,PORTUGAL,S
981,MJYWNDRZA,SPAIN,VCUTNYHX
982,UJ,PORTUGAL,EATXMGSDYRXNXE
983,CRYSEZYKQKSP,HUNGARY,""
984,JCILSR,PORTUGAL,HUGHWFIQFX
985,"",GERMANY,ZDBCWXTVQNTSBAG
986,SGIHK,ITALY,H
987,GZTWSJQYRHLB,FRANCE,ZTRLDIQB
988,SGM,HUNGARY,OBPMHBUKBOAQI
989,BLNSCA,GERMANY,VPGCUNVTUYNK
990,ZQNIHMQOIQZG,FRANCE,ZLJCV
991,NWZKZRNG,SPAIN,CBIDXNCASZYK
992,KLJFNG,HUNGARY,GWVGCJASDQK
993,"",ROMANIA,GR
994,DCLMEZEWCO,HUNGARY,GBTB
995,HZCMSQQPKSZL,ROMANIA,XTG
996,HJRY,PORTUGAL,KPNZAD
997,HJKJYSVC,PORTUGAL,WFOTEOOBYTJCCO
998,UMZZEQMDXLU,GERMANY,QETWFWEFHLFD
999,JIWQRRDBHBM,ITALY,DGVD
1000,KIM,SPAIN,MKXGOB
1001,DVVONL,HUNGARY,BTQBMMEVTDN
1002,IDGDG,ITALY,ZVDYYBZPJEWDINJ
1003,OAXDRNWMETH,PORTUGAL,PCNDCABZ
1004,YNNCPLAOPBJUN,FRANCE,GSBRNTL
1005,EOAWFAKNKPPVZFL,AUSTRIA,URNBIBREYCLMEF
1006,MUCQFY,PORTUGAL,TVAKKADJQ
1007,FA,HUNGARY,GYHN
1008,AZNHHNTHBPW,ROMANIA,UXBZTXNDY
1009,LGFKJWRUWMDZ,SPAIN,TNQMJRAOGU
1010,NGXEKADMMKEIK,ROMANIA,EVLVEDZWTXFAN
1011,TRJWPQHHZVV,HUNGARY,ASENW
1012,PI,SPAIN,M
1013,DVZSJZXUIQOV,GERMANY,CIPXOWS
1014,FEUIIAKBGW,FRANCE,EONNYIXJQEJ
1015,LYQNEWCA,PORTUGAL,LUDLZSQUTVDU
1016,YOXGIGT,PORTUGAL,QFBIYYK
1017,STAMZJE,PORTUGAL,M
1018,QKRPUZN,HUNGARY,RQQN
1019,IUQTYZUXHUDEYNF,SPAIN,DYZMETC
1020,HPUXIO,PORTUGAL,GTXTPINPZADD
1021,FXSWN,SPAIN,MWOWJUVQBN
1022,EXXWCC,ITALY,GDQHEMKGEDKYN
1023,HQ,ITALY,YEFQZ
1024,EJKPKT,SPAIN,MSO
1025,MZZKZZPCBKRHHD,SPAIN,HOYKF
1026,IBTED,GERMANY,HOLFNCGI
1027,DUYG,ITALY,ATMFBZXRXTJ
1028,XCKF,HUNGARY,CDQBSEBEHK
1029,MWJTXTVIG,PORTUGAL,H
1030,NSR,PORTUGAL,""
1031,WNOEE,HUNGARY,DWTMYIFT
1032,DKSKGCVVDOP,GERMANY,JS
1033,BKZZL,ITALY,NKKXGPGFBAQBQB
1034,JTJKEDE,AUSTRIA,Z
1035,Y,ROMANIA,""
1036,Q,HUNGARY,YA
1037,WJN,SPAIN,XDU
1038,GGBY,HUNGARY,JHCQE
1039,UJMCWR,HUNGARY,VUESVNUWANZD
1040,XJKTH,ROMANIA,DKJPKKFESOQAL
1041,XMPQUFNISANH,ROMANIA,VQAZWIFRDF
1042,JEPFIOSSACP,HUNGARY,VR
1043,XPDG,HUNGARY,VWIKA
1044,RNVWYGCKRS,PORTUGAL,XNGEFOQLRBMXF
1045,CHFHAXM,AUSTRIA,""
1046,TXZ,PORTUGAL,FQHPJMPISJCEXYQ
1047,WGHIXXAP,PORTUGAL,YSXEDUQYOW
1048,YZ,FRANCE,LADVDGI
1049,NJDF,AUSTRIA,SGKWCAM
1050,QEINTVWJAV,GERMANY,R
1051,CIQNKY,AUSTRIA,AGMBXLTBFAG
1052,OILTOVKIOP,ITALY,MNKPSFGLGRM
1053,NB,AUSTRIA,RR
1054,IXWPY,ITALY,XMOFRBOODKYOUE
1055,EXOICA,SPAIN,YFVRXZGDN
1056,GVCZZDDEVBYT,ITALY,YQOIBPDIUTK
1057,RJCHYXUDLYHC,ITALY,YLN
1058,Y,SPAIN,WOAW
1059,QHGFQISWGJK,ROMANIA,AREKDDLLCHS
1060,MDBJQDFXTEKAM,ITALY,WSLHAZHIFFGT
1061,X,ROMANIA,""
1062,ZEIHZIMSLGHYYW,ITALY,WKR
1063,IMQ,ITALY,DDKW
1064,A,AUSTRIA,TBGOQQRMAVS
1065,P,HUNGARY,PEMYJGKBQS
1066,OBAOONQW,SPAIN,PXUWKAO
1067,LOAZWZUKTGVMM,PORTUGAL,WATOUOUAFAOSX
1068,MPVOEJTJVNOSNI,AUSTRIA,ESZYWBN
1069,ZQC,SPAIN,IDDWRQJKKT
1070,GBZOELVMRIG,ITALY,KRFKCDVWVHVUT
1071,MIYCLMPLMP,ITALY,FMAWRJHJ
1072,CZ,ROMANIA,EXSJEEIEGURPQ
1073,IGGAOK,PORTUGAL,CVYAAVYMB
1074,BLAOAUSMQES,FRANCE,""
1075,JXFXFZ,ITALY,ZXI
1076,WIKLNTOKTG,SPAIN,GNFFI
1077,CRVKWFETQSMC,GERMANY,MVUJYQATULJE
1078,ZFMOSKSSU,ITALY,ZUAWAO
1079,LZVVH,SPAIN,QAIXXPOKWH
1080,FCDNPJJICCE,PORTUGAL,WJWZMLCNNWO
1081,YDIZESGJPBWXPJS,AUSTRIA,QNFAUFIF
1082,G,AUSTRIA,MB
1083,NGOHR,AUSTRIA,KKW
1084,PJRKGLDK,ITALY,IJ
1085,TOJXWIZAGOOS,FRANCE,IJNKENRUE
1086,R,GERMANY,ID
1087,WRUYE,PORTUGAL,SKNZMDI
1088,OGPHOB,ROMANIA,PDVQKXNDXEA
1089,"",FRANCE,HBOOSB
1090,NQBB,FRANCE,HADTDNIIQO
1091,TT,PORTUGAL,RG
1092,"",PORTUGAL,G
1093,ZBDVQXDJFSPR,SPAIN,QNN
1094,LUXQLRNFYQJOQ,PORTUGAL,VAIQGCNMJGS
1095,W,HUNGARY,PV
1096,MZNVALVSMOYZI,GERMANY,QEGVHE
1097,XGTBJ,ROMANIA,RAKA
1098,GM,ITALY,D
1099,DXAIZHOCMRYRZVG,PORTUGAL,J
1100,SXCSXQBW,GERMANY,P
1101,LZPROGGELFTG,HUNGARY,ANLLUYACR
1102,H,AUSTRIA,XVVPJG
1103,CUG,SPAIN,WCTYPZIMCZJGA
1104,CQOLPDBHQSF,ROMANIA,GNIRTQGYN
1105,W,SPAIN,XHTLCNUSPB
1106,PGLQUCJ,ITALY,PRSAGOVIBURSE
1107,G,ROMANIA,DZ
1108,MRJHDM,ROMANIA,EDOXXNYRHUI
1109,GZ,FRANCE,CRG
1110,KIZY,ROMANIA,HIBOGL
1111,R,ITALY,EXRKWMZYTRLV
1112,VPIEHBAQV,PORTUGAL,RNMBXUWP
1113,Q,ROMANIA,ZJ
1114,LDD,GERMANY,TMYFFJ
1115,JDK,AUSTRIA,VSLM
1116,XNFJYWKS,ITALY,MQYEVUWSRRAVP
